Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075
Human Development Index Model (2015),SSP2,Kenya,Human Development Index,,0.475578603,0.495951355,0.522566935,0.549274932,0.571970018,0.591082644,0.60741193,0.621822073,0.634687588,0.645213332,0.655077662,0.663772232,0.672405695,0.680162043
Human Development Index Model (2015),SSP2,Kuwait,Human Development Index,,0.755234188,0.765349871,0.773423387,0.778038699,0.781331801,0.785694356,0.792341188,0.798711418,0.805441622,0.811287996,0.816295523,0.820814832,0.824958217,0.828955598
Human Development Index Model (2015),SSP2,Kyrgyzstan,Human Development Index,,0.569927277,0.60473001,0.662937638,0.708256746,0.735150885,0.750388787,0.759377735,0.764668593,0.76773111,0.768836685,0.769667876,0.770897477,0.772603853,0.774687954
Human Development Index Model (2015),SSP2,Laos,Human Development Index,,0.484377229,0.506765805,0.526592736,0.540040485,0.551385207,0.562397858,0.573649043,0.583596116,0.59336924,0.601893289,0.610093819,0.61847662,0.627154911,0.636029438
Human Development Index Model (2015),SSP2,Latin America (R10),Human Development Index [unweighted mean],,0.6507297965714286,0.6649947543214285,0.6808268197857144,0.6953095788214286,0.7083639896428571,0.71984858925,0.7308430612142857,0.7402759210357143,0.7488500664642858,0.7553598658571429,0.7610559242857143,0.7664342649285715,0.7717211874285714,0.7769798208928572
Human Development Index Model (2015),SSP2,Latin America (R10),Human Development Index [weighted by GDP],,0.6779942588559383,0.6936701977552198,0.7103277768180497,0.7255947030166413,0.7387985356730702,0.7498884530826434,0.7603390447126342,0.769432721072426,0.7776875778597755,0.7835808682266558,0.7883615133527316,0.7927579457457672,0.79682669418586,0.8007780902164335
Human Development Index Model (2015),SSP2,Latin America (R10),Human Development Index [weighted by Population],,0.6642061504208787,0.6793778045428083,0.6964432480249881,0.7122262257937074,0.7260765738384168,0.7378768729138521,0.749107467690692,0.758941308210742,0.7679321503031199,0.774584101127141,0.7800948223196505,0.7851918829999034,0.7898951520640688,0.7944558077822208
Human Development Index Model (2015),SSP2,Latin America (R5),Human Development Index [unweighted mean],,0.6507297965714286,0.6649947543214285,0.6808268197857144,0.6953095788214286,0.7083639896428571,0.71984858925,0.7308430612142857,0.7402759210357143,0.7488500664642858,0.7553598658571429,0.7610559242857143,0.7664342649285715,0.7717211874285714,0.7769798208928572
Human Development Index Model (2015),SSP2,Latin America (R5),Human Development Index [weighted by GDP],,0.6779942588559383,0.6936701977552198,0.7103277768180497,0.7255947030166413,0.7387985356730702,0.7498884530826434,0.7603390447126342,0.769432721072426,0.7776875778597755,0.7835808682266558,0.7883615133527316,0.7927579457457672,0.79682669418586,0.8007780902164335
Human Development Index Model (2015),SSP2,Latin America (R5),Human Development Index [weighted by Population],,0.6642061504208787,0.6793778045428083,0.6964432480249881,0.7122262257937074,0.7260765738384168,0.7378768729138521,0.749107467690692,0.758941308210742,0.7679321503031199,0.774584101127141,0.7800948223196505,0.7851918829999034,0.7898951520640688,0.7944558077822208
Human Development Index Model (2015),SSP2,Latin America (R9),Human Development Index [unweighted mean],,0.6507297965714286,0.6649947543214285,0.6808268197857144,0.6953095788214286,0.7083639896428571,0.71984858925,0.7308430612142857,0.7402759210357143,0.7488500664642858,0.7553598658571429,0.7610559242857143,0.7664342649285715,0.7717211874285714,0.7769798208928572
Human Development Index Model (2015),SSP2,Latin America (R9),Human Development Index [weighted by GDP],,0.6779942588559383,0.6936701977552198,0.7103277768180497,0.7255947030166413,0.7387985356730702,0.7498884530826434,0.7603390447126342,0.769432721072426,0.7776875778597755,0.7835808682266558,0.7883615133527316,0.7927579457457672,0.79682669418586,0.8007780902164335
Human Development Index Model (2015),SSP2,Latin America (R9),Human Development Index [weighted by Population],,0.6642061504208787,0.6793778045428083,0.6964432480249881,0.7122262257937074,0.7260765738384168,0.7378768729138521,0.749107467690692,0.758941308210742,0.7679321503031199,0.774584101127141,0.7800948223196505,0.7851918829999034,0.7898951520640688,0.7944558077822208
Human Development Index Model (2015),SSP2,Latvia,Human Development Index,,0.759837638,0.77367465,0.78937058,0.803277388,0.81250777,0.818816935,0.823428337,0.826180282,0.828075576,0.828360517,0.828616724,0.829456816,0.830850404,0.832708767
Human Development Index Model (2015),SSP2,Lebanon,Human Development Index,,0.702866256,0.721396268,0.739210268,0.752012174,0.76239761,0.772097066,0.781962788,0.79031769,0.797397526,0.802009016,0.805381117,0.808571261,0.811882255,0.815485956
Human Development Index Model (2015),SSP2,Lesotho,Human Development Index,,0.427181734,0.440979078,0.453830316,0.4670036,0.48257413,0.499157654,0.516697672,0.533528531,0.550356156,0.565527753,0.580634172,0.595011453,0.609119662,0.622630502
Human Development Index Model (2015),SSP2,Liberia,Human Development Index,,0.242172639,0.267663508,0.308484245,0.345327206,0.377177804,0.407757816,0.436421848,0.463499136,0.488449356,0.510922621,0.531741908,0.551494466,0.570304601,0.588474457
Human Development Index Model (2015),SSP2,Lithuania,Human Development Index,,0.773138483,0.789270992,0.804704724,0.817574139,0.826019398,0.830538038,0.8343722,0.836088989,0.83714929,0.836648943,0.836350577,0.836569398,0.837478268,0.838835243
Human Development Index Model (2015),SSP2,Luxembourg,Human Development Index,,0.848617407,0.861723103,0.876942229,0.889165633,0.899230832,0.907040514,0.914277583,0.919636004,0.923828229,0.925890688,0.927235377,0.928517322,0.929618679,0.930757392
Human Development Index Model (2015),SSP2,Madagascar,Human Development Index,,0.369131451,0.381701145,0.400261132,0.418725789,0.43576445,0.451584178,0.466727424,0.481070986,0.495663005,0.508943655,0.522382135,0.535585688,0.549361375,0.563092381
Human Development Index Model (2015),SSP2,Malawi,Human Development Index,,0.369571454,0.391189338,0.419569052,0.444871624,0.469123446,0.491562719,0.512997479,0.532307497,0.550525794,0.566575501,0.581289945,0.595864186,0.609558852,0.622785223
Human Development Index Model (2015),SSP2,Malaysia,Human Development Index,,0.742495114,0.756990156,0.772126372,0.786927439,0.800423816,0.812910043,0.823935845,0.832324881,0.838768796,0.84279267,0.845301709,0.847217751,0.848919403,0.850635644
Human Development Index Model (2015),SSP2,Maldives,Human Development Index,,0.61897067,0.645007044,0.666363206,0.683742104,0.698657195,0.712475227,0.725791461,0.738602533,0.750351684,0.759866641,0.768060771,0.776297276,0.784281263,0.79290166
Human Development Index Model (2015),SSP2,Mali,Human Development Index,,0.252437296,0.274887401,0.299969207,0.328043802,0.357167449,0.385483981,0.41243879,0.437553069,0.461105826,0.482622384,0.502303907,0.521298458,0.539497618,0.556484386
Human Development Index Model (2015),SSP2,Malta,Human Development Index,,0.787100472,0.802665929,0.821743122,0.840017608,0.855576903,0.867890439,0.879010251,0.887354924,0.894024252,0.897815724,0.900424568,0.902730808,0.904926942,0.907236502
Human Development Index Model (2015),SSP2,Mauritius,Human Development Index,,0.644875566,0.658439915,0.669977317,0.679794648,0.689608952,0.699478307,0.710872927,0.722471298,0.733834856,0.743760311,0.753161546,0.76229788,0.771284446,0.780662085
Human Development Index Model (2015),SSP2,Mexico,Human Development Index,,0.705090307,0.718900083,0.734439532,0.751154146,0.765558586,0.777345319,0.788773326,0.798779636,0.807457468,0.81334643,0.818525241,0.822819536,0.827398838,0.831745162
Human Development Index Model (2015),SSP2,Middle East & Africa (R5),Human Development Index [unweighted mean],,0.4689213779622641,0.4900235978301887,0.5119894478301886,0.5322076331509434,0.550720897245283,0.5678764083018868,0.5843521526603773,0.599676703735849,0.6144566269245283,0.6275556257924528,0.6398328795471698,0.6515740957358491,0.6630134229056603,0.6740701696226414
Human Development Index Model (2015),SSP2,Middle East & Africa (R5),Human Development Index [weighted by GDP],,0.6060895511566896,0.6227482094265889,0.6359858876610093,0.6467989266904018,0.6561106602455409,0.6642321020230589,0.6717823621689802,0.6775794043776752,0.6825112953604124,0.6858464957020111,0.6890153259175619,0.6924853740516405,0.6963097217834527,0.7005647601252676
Human Development Index Model (2015),SSP2,Middle East & Africa (R5),Human Development Index [weighted by Population],,0.4684309247930258,0.4925178424691817,0.5167060308825836,0.5377071438000238,0.5559723385434506,0.5723919690910005,0.5878972584511327,0.602253869128863,0.6160340622684444,0.6281095200023027,0.6394169501382725,0.6502241822689963,0.6605956684966329,0.6706575901216785
Human Development Index Model (2015),SSP2,Middle East & Africa (R9),Human Development Index [unweighted mean],,0.4689213779622641,0.4900235978301887,0.5119894478301886,0.5322076331509434,0.550720897245283,0.5678764083018868,0.5843521526603773,0.599676703735849,0.6144566269245283,0.6275556257924528,0.6398328795471698,0.6515740957358491,0.6630134229056603,0.6740701696226414
Human Development Index Model (2015),SSP2,Middle East & Africa (R9),Human Development Index [weighted by GDP],,0.6060895511566896,0.6227482094265889,0.6359858876610093,0.6467989266904018,0.6561106602455409,0.6642321020230589,0.6717823621689802,0.6775794043776752,0.6825112953604124,0.6858464957020111,0.6890153259175619,0.6924853740516405,0.6963097217834527,0.7005647601252676
Human Development Index Model (2015),SSP2,Middle East & Africa (R9),Human Development Index [weighted by Population],,0.4684309247930258,0.4925178424691817,0.5167060308825836,0.5377071438000238,0.5559723385434506,0.5723919690910005,0.5878972584511327,0.602253869128863,0.6160340622684444,0.6281095200023027,0.6394169501382725,0.6502241822689963,0.6605956684966329,0.6706575901216785
Human Development Index Model (2015),SSP2,Middle East (R10),Human Development Index [unweighted mean],,0.6961046472222222,0.7128746311111112,0.7311085651111111,0.7455526217777778,0.7573462043333333,0.7674656716666667,0.7773045413333333,0.7852359782222221,0.7920612334444445,0.7967488907777778,0.8006337974444445,0.8042359595555556,0.8078672226666667,0.8114569432222223
Human Development Index Model (2015),SSP2,Middle East (R10),Human Development Index [weighted by GDP],,0.7040290389548282,0.7230455067372917,0.7364307041623877,0.7485379233475499,0.7590515143824944,0.7685180823446952,0.7783832072510007,0.7863067027170708,0.7930344717146806,0.7973767068737508,0.8009261027260431,0.8041412925479353,0.8074594617145345,0.8106548991587925
Human Development Index Model (2015),SSP2,Middle East (R10),Human Development Index [weighted by Population],,0.6643480961415871,0.685533516278296,0.7071874511394665,0.7250925852249349,0.7397669326786166,0.7523614498571625,0.7643615660597546,0.7740006636144856,0.7822181948843443,0.7879813118527945,0.7927519162281464,0.7970378549273113,0.8012521806888188,0.8052620323600735
Human Development Index Model (2015),SSP2,Moldova,Human Development Index,,0.612448255,0.642946038,0.692213436,0.732159795,0.756844219,0.770771617,0.78003734,0.784891169,0.787969103,0.788987085,0.789807814,0.791163133,0.793137885,0.79563554
Human Development Index Model (2015),SSP2,Mongolia,Human Development Index,,0.604714077,0.617391136,0.634694036,0.648711567,0.659988764,0.669598387,0.678260774,0.685992044,0.692995506,0.698311596,0.703003444,0.707667722,0.712231598,0.716765638
Human Development Index Model (2015),SSP2,Morocco,Human Development Index,,0.529307168,0.554431621,0.577421294,0.598418483,0.618615676,0.637810312,0.656486916,0.673332511,0.688946065,0.702190875,0.714368775,0.726759028,0.738848095,0.750082055
Human Development Index Model (2015),SSP2,Mozambique,Human Development Index,,0.283301941,0.316346476,0.347736571,0.37623965,0.402127419,0.4261398,0.449167229,0.471470569,0.492858336,0.513133399,0.53174121,0.549750202,0.56684948,0.583564502
Human Development Index Model (2015),SSP2,Namibia,Human Development Index,,0.584740589,0.593637861,0.611194554,0.628291662,0.642440937,0.655319875,0.666982946,0.677396155,0.687819716,0.696455579,0.704093829,0.710557751,0.716530364,0.722308884
Human Development Index Model (2015),SSP2,Nepal,Human Development Index,,0.439271471,0.46842525,0.49953015,0.525473694,0.54814504,0.568732019,0.590524359,0.611169654,0.630224155,0.646389869,0.661073954,0.674547777,0.686878807,0.698146413
Human Development Index Model (2015),SSP2,Netherlands,Human Development Index,,0.835834369,0.84222251,0.851628924,0.86094645,0.868730586,0.875066231,0.880956091,0.885549076,0.88882679,0.890619211,0.891905773,0.893254884,0.894754587,0.896318685
Human Development Index Model (2015),SSP2,New Zealand,Human Development Index,,0.843251706,0.849891688,0.858361963,0.866844698,0.873902234,0.88006287,0.885401903,0.888956571,0.891634649,0.892384753,0.892798062,0.893397099,0.89417569,0.895145821
Human Development Index Model (2015),SSP2,Nicaragua,Human Development Index,,0.533635221,0.548543711,0.566476339,0.584698463,0.602656875,0.619866972,0.636266967,0.651372771,0.665414063,0.67758127,0.688703283,0.699191222,0.709240443,0.720020957
Human Development Index Model (2015),SSP2,Niger,Human Development Index,,0.240190332,0.258984294,0.283125037,0.310358182,0.337607698,0.362887455,0.387505179,0.410928443,0.434246644,0.456295809,0.477389228,0.497290198,0.516794992,0.535884653
Human Development Index Model (2015),SSP2,Nigeria,Human Development Index,,0.456445013,0.489761069,0.520029747,0.544961348,0.566139404,0.584833849,0.602254526,0.619317359,0.635822832,0.650258927,0.662897415,0.67423856,0.683875017,0.692929707
Human Development Index Model (2015),SSP2,North America (R10),Human Development Index [unweighted mean],,0.859426868,0.8622664345,0.8681154525,0.8746763664999999,0.880239016,0.8846902135,0.8887088224999999,0.891067948,0.8929932190000001,0.8930097244999999,0.8929754045,0.892927283,0.8933139539999999,0.8936942130000001
Human Development Index Model (2015),SSP2,North America (R10),Human Development Index [weighted by GDP],,0.8496608451248422,0.8515484759811905,0.8561685754604876,0.8616419629786171,0.8666082253541337,0.8705501804554319,0.8743410441362894,0.877088043184867,0.8794978067830113,0.8800405823503379,0.8806943883343114,0.881138032143479,0.8821617553024743,0.8830715633016422
Human Development Index Model (2015),SSP2,North America (R10),Human Development Index [weighted by Population],,0.8500050422043786,0.8519589361174684,0.8567007157390713,0.8622822969329906,0.8673017104901966,0.871252198749071,0.8750186713051155,0.877711535423937,0.8800656091867073,0.8805545129843008,0.8811423271704824,0.8815162386033325,0.8824552341461742,0.8832841006583069
Human Development Index Model (2015),SSP2,North Macedonia,Human Development Index,,0.705316581,0.722523129,0.747938054,0.770603011,0.788076316,0.801238231,0.812129888,0.819822531,0.825680891,0.82930814,0.832342457,0.835220432,0.83875301,0.842362951
Human Development Index Model (2015),SSP2,Norway,Human Development Index,,0.875775215,0.882016208,0.891370326,0.90084837,0.908428541,0.914722016,0.920037866,0.923240853,0.925561253,0.926155777,0.926338855,0.926314135,0.927000052,0.927316031
Human Development Index Model (2015),SSP2,OECD & EU (R5),Human Development Index [unweighted mean],,0.802278589375,0.81227243095,0.8246327712499999,0.8364303974749999,0.8459180455249999,0.8533895005750001,0.86010046065,0.8647086389,0.8682607593249999,0.869769499575,0.8709222138999999,0.8722323718749999,0.8737602529749999,0.875381245775
Human Development Index Model (2015),SSP2,OECD & EU (R5),Human Development Index [weighted by GDP],,0.834307211437775,0.8394883288108862,0.8469560099897678,0.855042104257948,0.8619872263166619,0.8676271197560336,0.8729091925624505,0.8767176880723953,0.8798284350653279,0.8809916110323397,0.8820748562784287,0.8831820447239827,0.8846612736023253,0.8861519948306793
Human Development Index Model (2015),SSP2,OECD & EU (R5),Human Development Index [weighted by Population],,0.8199096667565592,0.8265749224077698,0.8359819916866238,0.8457947109856796,0.8541335537840199,0.8609391736581051,0.8671847345781957,0.8717258438487051,0.8754357123397095,0.8771250539636584,0.8786594233577859,0.880183097253806,0.8819950051508951,0.8837653314636719
Human Development Index Model (2015),SSP2,Other Asia (R9),Human Development Index [unweighted mean],,0.5919624780526316,0.6125314873157894,0.6360645219473685,0.6564611867368422,0.6734810805263158,0.6880580037894737,0.7016626827894737,0.7132607830526316,0.7238012525263158,0.7321182448421052,0.7393797331052632,0.7462835444210526,0.7528924618947369,0.7593595021052632
Human Development Index Model (2015),SSP2,Other Asia (R9),Human Development Index [weighted by GDP],,0.6761861087390442,0.6889205067218372,0.7027463597273362,0.7146523130278916,0.7244470219316643,0.7326215314794492,0.7400395150188083,0.745618057467113,0.7510065397044059,0.7548564888509913,0.758062737312013,0.7612777934978162,0.7645599117321782,0.7681069855891369
Human Development Index Model (2015),SSP2,Other Asia (R9),Human Development Index [weighted by Population],,0.5659863788411514,0.5851025443180765,0.6076628465733028,0.6274596302940665,0.6444254709264267,0.6593601566254033,0.6735069745516973,0.6858485545307191,0.6975759245064962,0.7073586317233888,0.7162274555111903,0.724795648366547,0.732835434211993,0.7406187393287778
Human Development Index Model (2015),SSP2,Other OECD (R9),Human Development Index [unweighted mean],,0.8035126218333334,0.8136391610000001,0.8276090625,0.8407060444166666,0.8510062210833333,0.85926130725,0.8665478780833333,0.8716041776666666,0.8756052029166667,0.8775570408333334,0.879128802,0.88079864,0.8827307670833333,0.8846452593333334
Human Development Index Model (2015),SSP2,Other OECD (R9),Human Development Index [weighted by GDP],,0.8345496203302917,0.8391004917556941,0.8464193472289893,0.8550350217614795,0.8624987468758505,0.8688805055390245,0.8747788550338105,0.8789182810461024,0.8822513613451662,0.8835458747540731,0.8847726903528693,0.8863816876598736,0.8882579907003487,0.8901773807759492
Human Development Index Model (2015),SSP2,Other OECD (R9),Human Development Index [weighted by Population],,0.8085563045474068,0.8155953917842665,0.8255661488455258,0.8362738331595553,0.8453912187942154,0.8532649284442834,0.8605836571114028,0.8660149602192245,0.8705630345702803,0.8730184492256986,0.8753331139641388,0.8778608696118745,0.8805165072353669,0.8831282100440061
Human Development Index Model (2015),SSP2,Pacific OECD (R10),Human Development Index [unweighted mean],,0.8561462433333333,0.863025483,0.8718061253333333,0.8806189056666667,0.8878869836666666,0.8938895633333334,0.8991717903333333,0.9025712996666666,0.905051782,0.905429997,0.905355615,0.9055111943333333,0.9059095819999999,0.906468484
Human Development Index Model (2015),SSP2,Pacific OECD (R10),Human Development Index [weighted by GDP],,0.864121435995802,0.8691068829020759,0.8758005559556986,0.88328831130015,0.8899810017508561,0.895605454372308,0.9007979035261218,0.90419305375086,0.9067355988199194,0.9071381959967182,0.9070504890582505,0.9072733530107462,0.9077958917915411,0.9084874571400577
Human Development Index Model (2015),SSP2,Pacific OECD (R10),Human Development Index [weighted by Population],,0.8641227883856403,0.8689953643941858,0.8754553608775107,0.8827333510807038,0.8893105080060898,0.8948550623311089,0.899982201992052,0.9033456938739163,0.9058990560327311,0.906346548702932,0.9063016127918502,0.9065688629802229,0.9071429565968544,0.9078994092526044
Human Development Index Model (2015),SSP2,Pakistan,Human Development Index,,0.457287371,0.476578073,0.496205363,0.516095818,0.535654553,0.555663346,0.576026977,0.595824704,0.614836052,0.631640759,0.647200761,0.662435647,0.676417933,0.689618408
Human Development Index Model (2015),SSP2,Panama,Human Development Index,,0.724116109,0.741851367,0.759938139,0.772521905,0.782461813,0.790225924,0.798161504,0.805322973,0.811995808,0.816914624,0.820520649,0.823494422,0.826074153,0.828536505
Human Development Index Model (2015),SSP2,Paraguay,Human Development Index,,0.610623812,0.622594918,0.636754926,0.652875762,0.66909918,0.684745287,0.700140807,0.713878573,0.725489891,0.734520958,0.742562163,0.75018782,0.758513083,0.767048735
Human Development Index Model (2015),SSP2,Peru,Human Development Index,,0.690462083,0.707180224,0.72488796,0.738055568,0.748731866,0.75761548,0.765935178,0.772637255,0.778394833,0.782023568,0.784848783,0.787220292,0.789468481,0.791553393
Human Development Index Model (2015),SSP2,Philippines,Human Development Index,,0.606502656,0.619580255,0.636577694,0.651945144,0.666476944,0.680126254,0.693722451,0.70482393,0.714728349,0.721892561,0.727334434,0.732771669,0.737716663,0.742382205
Human Development Index Model (2015),SSP2,Poland,Human Development Index,,0.779569632,0.792139585,0.807678239,0.819234507,0.826895697,0.8319551,0.836442491,0.839495993,0.841804065,0.842341883,0.842529691,0.843095242,0.84407175,0.845547638
Human Development Index Model (2015),SSP2,Portugal,Human Development Index,,0.72717345,0.740295173,0.757978707,0.778824963,0.799077705,0.816413047,0.831351202,0.84268928,0.851498132,0.857215048,0.861653871,0.865715748,0.869293537,0.872520659
Human Development Index Model (2015),SSP2,Reforming Economies (R10),Human Development Index [unweighted mean],,0.6541930340909091,0.6804775376363636,0.7147283054545455,0.7396253798181818,0.7541691161818181,0.7625698039090909,0.7686243329090909,0.772511345909091,0.7755741133636364,0.7770028216363637,0.7782391201818182,0.7798834079090909,0.781898880909091,0.7842434561818181
Human Development Index Model (2015),SSP2,Reforming Economies (R10),Human Development Index [weighted by GDP],,0.694173992480684,0.7104669098769084,0.7273228165349854,0.7405062473980558,0.7489180502285998,0.7553422410590609,0.7609364717032365,0.765361704507236,0.76904477292608,0.7713593559505877,0.7734604631309457,0.7760647311953672,0.7789808824189988,0.781869335897833
Human Development Index Model (2015),SSP2,Reforming Economies (R10),Human Development Index [weighted by Population],,0.6827648884030585,0.7009881676519695,0.7218850946489606,0.7382003984683666,0.7483585945714639,0.7554533994454695,0.7613089173063559,0.7657404519799994,0.7693888874807314,0.7716126901822496,0.7735818883731811,0.7760385859713856,0.7787869154187624,0.7815732577515908
Human Development Index Model (2015),SSP2,Reforming Economies (R5),Human Development Index [unweighted mean],,0.6541930340909091,0.6804775376363636,0.7147283054545455,0.7396253798181818,0.7541691161818181,0.7625698039090909,0.7686243329090909,0.772511345909091,0.7755741133636364,0.7770028216363637,0.7782391201818182,0.7798834079090909,0.781898880909091,0.7842434561818181
Human Development Index Model (2015),SSP2,Reforming Economies (R5),Human Development Index [weighted by GDP],,0.694173992480684,0.7104669098769084,0.7273228165349854,0.7405062473980558,0.7489180502285998,0.7553422410590609,0.7609364717032365,0.765361704507236,0.76904477292608,0.7713593559505877,0.7734604631309457,0.7760647311953672,0.7789808824189988,0.781869335897833
Human Development Index Model (2015),SSP2,Reforming Economies (R5),Human Development Index [weighted by Population],,0.6827648884030585,0.7009881676519695,0.7218850946489606,0.7382003984683666,0.7483585945714639,0.7554533994454695,0.7613089173063559,0.7657404519799994,0.7693888874807314,0.7716126901822496,0.7735818883731811,0.7760385859713856,0.7787869154187624,0.7815732577515908
Human Development Index Model (2015),SSP2,Reforming Economies (R9),Human Development Index [unweighted mean],,0.6541930340909091,0.6804775376363636,0.7147283054545455,0.7396253798181818,0.7541691161818181,0.7625698039090909,0.7686243329090909,0.772511345909091,0.7755741133636364,0.7770028216363637,0.7782391201818182,0.7798834079090909,0.781898880909091,0.7842434561818181
Human Development Index Model (2015),SSP2,Reforming Economies (R9),Human Development Index [weighted by GDP],,0.694173992480684,0.7104669098769084,0.7273228165349854,0.7405062473980558,0.7489180502285998,0.7553422410590609,0.7609364717032365,0.765361704507236,0.76904477292608,0.7713593559505877,0.7734604631309457,0.7760647311953672,0.7789808824189988,0.781869335897833
Human Development Index Model (2015),SSP2,Reforming Economies (R9),Human Development Index [weighted by Population],,0.6827648884030585,0.7009881676519695,0.7218850946489606,0.7382003984683666,0.7483585945714639,0.7554533994454695,0.7613089173063559,0.7657404519799994,0.7693888874807314,0.7716126901822496,0.7735818883731811,0.7760385859713856,0.7787869154187624,0.7815732577515908
Human Development Index Model (2015),SSP2,Rest of Asia (R10),Human Development Index [unweighted mean],,0.6086890233333334,0.6281104665,0.6517878819166667,0.672529338,0.6894636088333334,0.7036697524166667,0.7164760555833333,0.726786445,0.7359402337500001,0.7427791546666667,0.7485350035833332,0.7538936596666667,0.7591688731666667,0.7643557013333333
Human Development Index Model (2015),SSP2,Rest of Asia (R10),Human Development Index [weighted by GDP],,0.6504054755333563,0.6667033071073557,0.6876762047335565,0.706377559113843,0.7219246878872403,0.7348942348519321,0.7463125531830118,0.754995047531272,0.7631685662507622,0.7692092133286689,0.7740917783575046,0.7783678755824561,0.7823378951084224,0.7861644271801123
Human Development Index Model (2015),SSP2,Rest of Asia (R10),Human Development Index [weighted by Population],,0.608844369474628,0.6302099069495446,0.6576216001996614,0.6809192571994405,0.6995913335269555,0.7146992913698349,0.727849397445436,0.738041595970668,0.7475634395015305,0.7547649846969191,0.7607317315306632,0.76618573003975,0.7712943502498626,0.7761659676970859
Human Development Index Model (2015),SSP2,Romania,Human Development Index,,0.716145342,0.733250982,0.75268831,0.769342437,0.78105562,0.789584786,0.796714009,0.801277886,0.804421154,0.805727291,0.806860229,0.808876432,0.810830637,0.813048066
Human Development Index Model (2015),SSP2,Russian Federation,Human Development Index,,0.703238986,0.717039411,0.730450919,0.741367398,0.74852381,0.754629922,0.760072365,0.764671413,0.768490792,0.77104986,0.773412054,0.776209224,0.779372084,0.78224372
Human Development Index Model (2015),SSP2,Rwanda,Human Development Index,,0.37041931,0.392259822,0.409091046,0.422834278,0.436723202,0.451229863,0.465707489,0.48109356,0.49779226,0.513713522,0.530287779,0.546540599,0.563063605,0.5785417
Human Development Index Model (2015),SSP2,Saint Lucia,Human Development Index,,0.689895073,0.699875243,0.710253655,0.720786311,0.730175224,0.738843855,0.747837987,0.755567687,0.76316455,0.769040008,0.774099551,0.778502481,0.782615332,0.786851437
Human Development Index Model (2015),SSP2,Saint Vincent and the Grenadines,Human Development Index,,0.687903932,0.705682293,0.725568369,0.7390102,0.748540466,0.755967014,0.76385273,0.770784012,0.776783753,0.780875983,0.784329174,0.787577756,0.792013954,0.797356101
Human Development Index Model (2015),SSP2,Samoa,Human Development Index,,0.629656661,0.64043621,0.656564896,0.673768862,0.688974361,0.702614662,0.715067702,0.725593683,0.734967395,0.741746438,0.747849082,0.753483762,0.759243524,0.765000768
Human Development Index Model (2015),SSP2,Sao Tome and Principe,Human Development Index,,0.428141241,0.446974915,0.467323249,0.482026524,0.494613266,0.506077416,0.517280833,0.528271434,0.539758997,0.550626576,0.56158743,0.572726473,0.583992617,0.595136267
Human Development Index Model (2015),SSP2,Saudi Arabia,Human Development Index,,0.755973106,0.768664222,0.777000255,0.784304297,0.792649119,0.801272964,0.810627201,0.817646559,0.823161182,0.825693569,0.827114872,0.828375381,0.82979101,0.831453975
Human Development Index Model (2015),SSP2,Senegal,Human Development Index,,0.382682552,0.401940623,0.423355939,0.445130081,0.465670051,0.485072733,0.503545183,0.522091528,0.541414503,0.559623998,0.577166935,0.593896049,0.610641169,0.626937009
Human Development Index Model (2015),SSP2,Serbia,Human Development Index,,0.712443139,0.726622514,0.74935583,0.76917723,0.782727364,0.791837717,0.799166114,0.80344107,0.80652207,0.80819252,0.809650022,0.811111709,0.813298521,0.815366456
Human Development Index Model (2015),SSP2,Sierra Leone,Human Development Index,,0.311503433,0.337064682,0.35907115,0.380809309,0.401381162,0.421246962,0.441231919,0.460649613,0.47976513,0.497798911,0.515553727,0.532989265,0.549712026,0.566322675
Human Development Index Model (2015),SSP2,Singapore,Human Development Index,,0.839914947,0.849626272,0.858510332,0.864642561,0.868508792,0.87156159,0.874689793,0.876298953,0.876961325,0.875393733,0.873270207,0.87122632,0.869371714,0.867782242
Human Development Index Model (2015),SSP2,Slovakia,Human Development Index,,0.787982889,0.799038721,0.806626575,0.811721103,0.815560279,0.819367165,0.824518774,0.828304093,0.831557038,0.833099828,0.83433654,0.836044635,0.838202651,0.840675718
Human Development Index Model (2015),SSP2,Slovenia,Human Development Index,,0.815109069,0.820052362,0.822995189,0.826015032,0.829669192,0.833869315,0.838889021,0.842864996,0.846117576,0.847540193,0.848789602,0.850461387,0.852401867,0.854673312
Human Development Index Model (2015),SSP2,South Africa,Human Development Index,,0.577540507,0.595721786,0.61271386,0.626084685,0.638392674,0.649817209,0.661672671,0.671561046,0.680951184,0.688371396,0.694921868,0.701013617,0.707357972,0.713647262
Human Development Index Model (2015),SSP2,South Korea,Human Development Index,,0.839897831,0.847367021,0.85285468,0.857873735,0.862402069,0.866281479,0.87067763,0.873355851,0.875375722,0.875580524,0.875430686,0.87549575,0.875836701,0.876627571
Human Development Index Model (2015),SSP2,Spain,Human Development Index,,0.787977566,0.800352661,0.816427554,0.831936814,0.845670985,0.85679547,0.866278212,0.873176526,0.878966851,0.882603108,0.885656266,0.888295753,0.89124944,0.893903287
Human Development Index Model (2015),SSP2,Sudan,Human Development Index,,0.397818234,0.422888746,0.449380895,0.475677846,0.500502469,0.522968699,0.542314307,0.559887275,0.575817052,0.590098223,0.603693504,0.616660971,0.629273259,0.641475029
